age,height_cm,weight_kg,overall,potential,release_clause_eur,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,is_not_gk,value
26,174,65,72,75,5600000.0,79.0,70.0,70.0,71.0,63.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3800000
29,189,86,63,63,473000.0,81.0,59.0,55.0,59.0,37.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,350000
24,182,79,65,70,945000.0,81.0,58.0,62.0,60.0,58.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,600000
22,189,66,57,66,273000.0,80.0,43.0,47.0,55.0,52.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,140000
33,181,76,78,78,7100000.0,51.0,64.0,82.0,80.0,73.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4200000
25,188,70,83,87,57800000.0,68.0,36.0,70.0,72.0,84.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30000000
23,177,73,58,64,241000.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,60.0,49.0,58.0,34.0,56.0,0.0,130000
24,190,80,68,71,2100000.0,52.0,32.0,47.0,53.0,66.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000000
21,191,75,70,79,4600000.0,54.0,60.0,57.0,57.0,70.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2400000
25,205,102,57,57,123000.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,55.0,60.0,59.0,55.0,59.0,0.0,70000
20,185,70,81,89,54300000.0,92.0,80.0,74.0,83.0,40.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26500000
27,185,80,74,75,7400000.0,74.0,53.0,67.0,72.0,70.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5000000
26,173,55,60,62,456000.0,70.0,60.0,61.0,62.0,55.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,250000
19,192,85,61,73,800000.0,52.0,31.0,40.0,41.0,61.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,400000
23,189,77,63,71,1100000.0,59.0,49.0,62.0,63.0,58.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,475000
30,185,86,69,69,1100000.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,62.0,75.0,47.0,67.0,0.0,675000
18,184,69,53,71,285000.0,67.0,44.0,54.0,61.0,36.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,120000
24,188,86,86,90,79900000.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,80.0,90.0,87.0,63.0,82.0,0.0,41500000
29,180,71,71,71,2800000.0,78.0,62.0,71.0,68.0,64.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1800000
24,195,88,64,69,839000.0,47.0,28.0,39.0,35.0,62.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,550000
20,178,63,71,83,8200000.0,68.0,50.0,71.0,71.0,67.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3700000
18,181,68,62,80,1100000.0,77.0,47.0,53.0,60.0,62.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,550000
24,185,70,68,70,1600000.0,87.0,55.0,62.0,62.0,66.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1100000
25,178,70,62,66,910000.0,70.0,54.0,57.0,67.0,32.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,400000
24,177,74,65,69,795000.0,66.0,24.0,40.0,47.0,66.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,600000
23,176,70,70,75,3500000.0,81.0,56.0,67.0,74.0,64.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2100000
22,172,70,64,67,1200000.0,87.0,40.0,54.0,59.0,57.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,475000
27,187,80,82,83,40400000.0,71.0,59.0,69.0,68.0,81.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21000000
24,187,82,60,65,305000.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,58.0,60.0,59.0,32.0,60.0,0.0,200000
21,184,69,58,68,399000.0,69.0,55.0,40.0,56.0,25.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,210000
20,171,74,64,80,2000000.0,73.0,51.0,46.0,64.0,64.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,925000
24,194,86,71,74,4500000.0,55.0,39.0,49.0,46.0,73.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2700000
17,171,68,68,87,4100000.0,71.0,63.0,68.0,73.0,42.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1800000
23,183,77,67,72,1500000.0,73.0,61.0,67.0,72.0,49.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000000
20,195,87,51,63,73000.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,58.0,57.0,55.0,24.0,41.0,0.0,50000
27,187,80,82,82,40700000.0,82.0,62.0,73.0,77.0,81.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18500000
25,182,85,63,65,821000.0,62.0,48.0,62.0,62.0,65.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,450000
25,174,71,65,70,928000.0,70.0,46.0,65.0,68.0,48.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,700000
27,191,87,69,70,1700000.0,57.0,53.0,59.0,56.0,68.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1100000
24,185,75,63,71,903000.0,66.0,29.0,42.0,57.0,61.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,475000
28,181,70,67,67,1200000.0,75.0,63.0,63.0,66.0,40.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,775000
28,178,64,61,61,313000.0,54.0,49.0,59.0,62.0,47.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,250000
18,186,80,59,76,732000.0,69.0,34.0,43.0,51.0,57.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,290000
20,192,84,58,68,297000.0,57.0,29.0,38.0,35.0,56.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,180000
25,190,83,73,76,8300000.0,38.0,45.0,48.0,47.0,75.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4200000
33,184,82,63,63,238000.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,53.0,74.0,63.0,56.0,65.0,0.0,190000
22,179,71,68,74,2300000.0,65.0,54.0,69.0,69.0,56.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1200000
21,184,74,74,82,1200000.0,74.0,63.0,71.0,76.0,67.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8000000
23,176,70,77,86,27500000.0,88.0,68.0,72.0,82.0,71.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12500000
26,180,80,65,66,1200000.0,85.0,60.0,50.0,63.0,33.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,650000
23,177,79,73,78,7700000.0,70.0,52.0,69.0,68.0,70.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4900000
32,172,68,74,74,4800000.0,73.0,60.0,64.0,69.0,70.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3200000
19,175,75,52,66,218000.0,58.0,35.0,48.0,51.0,48.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100000
27,184,80,59,59,213000.0,69.0,55.0,46.0,58.0,25.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,170000
18,178,65,58,74,581000.0,68.0,31.0,40.0,58.0,59.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,230000
21,175,64,61,73,878000.0,80.0,54.0,52.0,66.0,28.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,450000
21,170,69,70,80,6000000.0,82.0,67.0,63.0,73.0,32.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2900000
23,193,88,71,80,6000000.0,72.0,32.0,62.0,60.0,70.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3200000
24,183,79,72,77,7500000.0,74.0,31.0,54.0,66.0,72.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3500000
29,177,68,66,66,813000.0,86.0,62.0,52.0,67.0,27.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,650000
23,173,70,66,74,1600000.0,75.0,62.0,54.0,73.0,36.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,950000
30,185,83,68,68,1000000.0,77.0,58.0,65.0,67.0,63.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,700000
33,183,77,68,68,531000.0,40.0,41.0,62.0,54.0,66.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,425000
18,173,68,59,77,756000.0,57.0,54.0,58.0,65.0,30.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,325000
21,177,67,61,71,700000.0,71.0,54.0,55.0,65.0,33.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,400000
35,184,83,71,71,1500000.0,62.0,61.0,71.0,69.0,66.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000000
23,182,80,64,69,975000.0,69.0,59.0,61.0,65.0,53.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,600000
21,180,70,68,79,3100000.0,77.0,65.0,52.0,74.0,19.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1500000
29,182,75,66,66,625000.0,47.0,30.0,41.0,47.0,65.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,500000
23,193,93,60,69,360000.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,58.0,56.0,60.0,26.0,58.0,0.0,240000
25,188,85,71,74,4000000.0,66.0,40.0,50.0,60.0,71.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2700000
23,185,76,58,63,256000.0,64.0,26.0,40.0,47.0,57.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,140000
23,183,76,64,72,1400000.0,64.0,36.0,41.0,44.0,65.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,575000
22,195,86,66,76,1400000.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,60.0,60.0,70.0,45.0,64.0,0.0,800000
24,179,74,56,59,133000.0,65.0,29.0,35.0,55.0,55.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,90000
32,180,75,85,85,41300000.0,75.0,66.0,76.0,78.0,83.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25000000
24,172,65,62,68,1200000.0,74.0,34.0,56.0,62.0,57.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,350000
23,178,67,60,65,427000.0,70.0,51.0,57.0,60.0,38.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,280000
25,170,69,60,65,328000.0,75.0,52.0,51.0,59.0,55.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,230000
28,180,73,65,65,919000.0,61.0,59.0,64.0,66.0,57.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,525000
30,179,72,69,69,1200000.0,76.0,64.0,64.0,73.0,41.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
24,186,78,70,77,3800000.0,65.0,54.0,58.0,59.0,70.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2100000
26,177,75,72,75,5700000.0,74.0,67.0,70.0,72.0,20.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3900000
29,186,75,76,76,16500000.0,63.0,72.0,74.0,70.0,71.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7500000
27,180,75,65,66,1000000.0,64.0,64.0,55.0,60.0,18.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,625000
23,190,77,60,68,377000.0,58.0,39.0,43.0,46.0,61.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,260000
22,185,82,62,73,760000.0,55.0,32.0,33.0,36.0,63.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,475000
31,191,77,75,75,6700000.0,57.0,44.0,59.0,60.0,73.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4500000
20,189,82,63,74,978000.0,66.0,49.0,54.0,59.0,60.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,575000
26,192,83,73,76,9600000.0,36.0,37.0,44.0,51.0,74.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4400000
21,175,64,71,81,6800000.0,68.0,65.0,77.0,76.0,67.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3300000
22,193,92,59,68,378000.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,50.0,60.0,58.0,40.0,59.0,0.0,180000
25,174,62,63,66,596000.0,57.0,53.0,59.0,56.0,55.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,450000
19,180,75,64,84,2800000.0,77.0,63.0,53.0,65.0,19.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,975000
29,185,71,76,76,14300000.0,59.0,65.0,74.0,70.0,71.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7500000
23,181,74,76,81,19700000.0,76.0,78.0,69.0,75.0,29.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10500000
22,176,73,55,61,234000.0,73.0,53.0,48.0,59.0,29.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,120000
19,175,66,63,72,903000.0,72.0,40.0,52.0,57.0,62.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,475000
20,188,75,61,78,1300000.0,85.0,60.0,43.0,60.0,22.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,550000
28,186,86,64,65,628000.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,65.0,60.0,67.0,45.0,57.0,0.0,375000
25,175,75,58,61,292000.0,77.0,47.0,55.0,62.0,59.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,160000
25,176,67,73,78,10200000.0,72.0,45.0,65.0,67.0,69.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4700000
25,186,77,67,72,1200000.0,72.0,43.0,60.0,61.0,65.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,900000
20,185,75,68,79,2400000.0,79.0,49.0,57.0,65.0,66.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1400000
25,182,73,70,73,4600000.0,59.0,64.0,72.0,71.0,61.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2200000
27,174,70,77,78,15800000.0,71.0,68.0,76.0,76.0,70.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10000000
18,180,74,55,69,300000.0,59.0,45.0,52.0,58.0,50.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,160000
31,181,77,67,67,1000000.0,67.0,49.0,61.0,58.0,65.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,500000
29,184,77,74,74,9400000.0,62.0,65.0,73.0,69.0,65.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5500000
28,177,75,77,77,18000000.0,63.0,78.0,81.0,79.0,66.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9000000
24,191,88,72,75,5100000.0,36.0,41.0,49.0,51.0,72.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3300000
32,175,77,78,78,11900000.0,77.0,80.0,70.0,85.0,42.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8500000
27,178,73,62,62,413000.0,76.0,50.0,54.0,60.0,58.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,250000
25,180,75,60,63,475000.0,67.0,41.0,52.0,59.0,61.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,260000
22,177,70,74,80,12400000.0,77.0,66.0,68.0,80.0,37.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7500000
26,175,73,85,88,93400000.0,86.0,83.0,71.0,85.0,38.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,48500000
25,195,82,67,71,961000.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,63.0,61.0,70.0,29.0,67.0,0.0,725000
19,180,75,69,84,5300000.0,71.0,63.0,68.0,69.0,58.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2200000
36,191,91,80,80,3800000.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,75.0,60.0,86.0,51.0,77.0,0.0,2000000
17,190,75,50,72,165000.0,59.0,22.0,29.0,32.0,48.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60000
28,175,75,70,70,2500000.0,88.0,47.0,64.0,69.0,65.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1400000
22,183,76,61,67,638000.0,54.0,27.0,43.0,41.0,62.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,290000
20,180,72,59,73,779000.0,69.0,37.0,58.0,62.0,49.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,350000
27,187,84,69,71,1800000.0,73.0,28.0,43.0,49.0,68.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1100000
28,187,80,75,75,11600000.0,59.0,55.0,53.0,56.0,74.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5500000
24,176,70,68,73,1200000.0,76.0,66.0,66.0,71.0,25.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
23,188,80,65,74,1500000.0,54.0,54.0,59.0,66.0,64.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,775000
24,195,94,78,83,24700000.0,51.0,54.0,55.0,56.0,78.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12500000
19,180,67,56,71,356000.0,72.0,53.0,45.0,58.0,24.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,190000
18,180,76,47,65,119000.0,56.0,27.0,40.0,46.0,46.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50000
20,182,72,57,66,322000.0,59.0,47.0,55.0,61.0,50.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,140000
19,182,73,61,76,1200000.0,91.0,48.0,47.0,68.0,28.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,550000
32,178,78,74,74,7100000.0,69.0,62.0,65.0,69.0,72.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3200000
26,179,76,74,75,10900000.0,75.0,69.0,73.0,78.0,34.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6500000
24,188,76,60,67,413000.0,62.0,30.0,38.0,44.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,250000
30,188,87,73,73,5600000.0,64.0,31.0,60.0,60.0,72.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3000000
18,178,71,61,80,1400000.0,56.0,63.0,40.0,54.0,29.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,525000
26,181,75,64,66,763000.0,51.0,39.0,55.0,57.0,61.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,500000
23,181,74,67,75,2000000.0,84.0,65.0,54.0,63.0,38.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1100000
29,180,74,72,72,5600000.0,67.0,48.0,65.0,69.0,71.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2600000
21,174,65,60,68,377000.0,73.0,51.0,58.0,58.0,51.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,260000
33,188,80,67,67,508000.0,41.0,48.0,58.0,56.0,66.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,350000
23,181,73,74,80,17300000.0,88.0,74.0,64.0,79.0,35.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7500000
25,175,68,58,61,260000.0,58.0,58.0,57.0,59.0,55.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,160000
18,188,81,68,82,3900000.0,66.0,25.0,56.0,51.0,67.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1700000
30,191,91,73,73,5800000.0,48.0,71.0,59.0,63.0,43.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3900000
24,187,74,75,80,16000000.0,79.0,59.0,69.0,74.0,72.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9000000
24,174,75,56,62,174000.0,66.0,45.0,55.0,56.0,54.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,120000
24,178,74,80,85,34600000.0,92.0,51.0,70.0,78.0,76.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17500000
38,184,87,69,69,154000.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,66.0,72.0,67.0,55.0,68.0,0.0,110000
22,169,60,72,79,6400000.0,71.0,47.0,64.0,69.0,72.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3700000
24,184,80,68,74,2000000.0,72.0,67.0,58.0,65.0,35.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1200000
34,188,77,75,75,3800000.0,77.0,63.0,69.0,68.0,75.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000000
28,188,86,68,68,1100000.0,55.0,40.0,50.0,49.0,63.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,775000
19,181,77,54,68,334000.0,67.0,55.0,46.0,59.0,29.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,150000
26,180,73,83,86,47900000.0,70.0,51.0,67.0,58.0,84.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27000000
29,183,80,66,66,813000.0,67.0,67.0,57.0,64.0,31.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,650000
31,194,86,66,66,641000.0,47.0,34.0,50.0,39.0,66.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,475000
24,187,81,62,67,457000.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,62.0,60.0,64.0,27.0,61.0,0.0,290000
28,186,77,72,74,4900000.0,60.0,36.0,49.0,44.0,70.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2900000
17,183,64,55,70,380000.0,59.0,24.0,32.0,37.0,53.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,160000
32,166,63,80,80,13300000.0,59.0,67.0,81.0,75.0,74.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9500000
23,175,72,65,72,1200000.0,69.0,59.0,58.0,64.0,50.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,750000
23,185,73,57,63,217000.0,72.0,50.0,50.0,59.0,30.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,140000
21,178,74,75,81,16500000.0,77.0,51.0,70.0,75.0,71.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7500000
28,189,78,64,64,788000.0,69.0,60.0,57.0,62.0,58.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,450000
25,178,72,74,79,14100000.0,75.0,60.0,68.0,72.0,71.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6500000
30,180,79,66,66,1100000.0,64.0,62.0,66.0,60.0,59.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,600000
23,173,67,69,76,3200000.0,82.0,66.0,59.0,74.0,26.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1500000
23,178,77,62,65,551000.0,69.0,57.0,59.0,63.0,58.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,350000
24,190,78,75,80,14100000.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,73.0,59.0,76.0,49.0,73.0,0.0,6500000
20,183,70,60,71,1200000.0,49.0,29.0,42.0,47.0,59.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,325000
26,180,78,69,69,1800000.0,52.0,33.0,47.0,38.0,70.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,925000
20,192,88,71,79,7800000.0,71.0,71.0,54.0,68.0,34.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3600000
21,180,75,64,73,1600000.0,65.0,64.0,50.0,61.0,25.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,700000
22,183,75,57,61,214000.0,61.0,53.0,52.0,60.0,27.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,140000
21,174,66,53,64,145000.0,81.0,40.0,50.0,58.0,39.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100000
27,182,82,73,75,7300000.0,80.0,55.0,63.0,69.0,72.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3900000
19,187,80,54,71,249000.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,57.0,56.0,57.0,18.0,49.0,0.0,120000
20,185,81,68,78,2200000.0,59.0,30.0,51.0,56.0,67.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1300000
17,171,60,58,76,494000.0,72.0,47.0,50.0,66.0,25.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,250000
23,188,84,82,88,67500000.0,68.0,71.0,78.0,78.0,71.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30000000
25,179,70,71,74,5600000.0,76.0,65.0,69.0,76.0,25.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3000000
19,183,74,61,75,1200000.0,64.0,43.0,57.0,60.0,60.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,525000
21,176,75,64,75,1200000.0,60.0,54.0,64.0,65.0,38.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,775000
17,180,68,47,59,70000.0,58.0,26.0,34.0,31.0,47.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40000
30,181,77,63,63,435000.0,65.0,39.0,50.0,49.0,63.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,300000
33,183,70,64,64,263000.0,41.0,24.0,39.0,40.0,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,210000
28,190,93,78,80,16500000.0,68.0,53.0,59.0,67.0,78.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10500000
20,185,75,69,79,2700000.0,81.0,65.0,65.0,74.0,31.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1700000
27,187,84,77,79,1200000.0,63.0,55.0,56.0,53.0,77.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8500000
30,186,84,78,78,11300000.0,66.0,51.0,55.0,61.0,78.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7500000
27,175,69,67,68,1200000.0,70.0,48.0,61.0,59.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,700000
35,182,74,73,73,3900000.0,59.0,76.0,54.0,68.0,32.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1800000
29,189,87,66,66,1200000.0,60.0,34.0,46.0,50.0,64.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,500000
